"DATA_YEAR","VICTIM_ID","INJURY_ID"
2019,123903637,4
2019,123907169,4
2019,123903669,4
2019,123903674,5
2019,123907183,4
2019,123903695,4
2019,123903710,5
2019,123903717,4
2019,123903741,4
2019,123903763,4
2019,123903804,5
2019,123903850,2
2019,123907329,4
2019,123907332,4
2019,123903866,5
2019,123903872,4
2019,123907352,4
2019,123907369,4
2019,123907399,4
2019,123903928,4
2019,123903934,4
2019,123903955,5
2019,123903956,4
2019,130325525,4
2019,130325346,5
2019,130325431,4
2019,130325432,5
2019,130325523,4
2019,130325632,4
2019,130325642,5
2019,130325647,4
2019,130325659,5
2019,130327943,4
2019,130325663,4
2019,130327960,4
2019,130327959,4
2019,130327980,5
2019,130325792,4
2019,130325790,4
2019,130325793,4
2019,130325803,5
2019,130325806,5
2019,135405084,2
2019,135404666,5
2019,135408278,5
2019,135408501,5
2019,135408528,5
2019,135408368,4
2019,135408495,4
2019,135408550,5
2019,135405092,2
2019,134509019,4
2019,134513326,4
2019,134513420,4
2019,135404691,3
2019,135405029,4
2019,135404772,4
2019,135405097,2
2019,123903485,4
2019,123903515,5
2019,123903516,4
2019,123906883,5
2019,123906905,4
2019,123903539,5
2019,123906909,5
2019,123903544,2
2019,123903563,4
2019,123907036,4
2019,123903610,4
2019,123907067,4
2019,123907078,4
2019,123903622,5
2019,123903625,4
2019,123903624,4
2019,123903549,5
2019,123907033,2
2019,123907220,4
2019,123903755,4
2019,123903762,5
2019,123903764,4
2019,123903880,4
2019,123903886,2
2019,123903950,5
2019,123907420,5
2019,123903986,5
2019,123904009,5
2019,123904035,4
2019,123904159,5
2019,123904165,4
2019,123904206,4
2019,123904214,4
2019,123904243,5
2019,123904251,4
2019,123907740,4
2019,123904312,8
2019,123904312,1
2019,123907745,4
2019,123904328,5
2019,123907776,8
2019,123904371,4
2019,123907795,4
2019,123904377,5
2019,123907839,4
2019,123904426,5
2019,123907848,4
2019,123449813,5
2019,123449822,5
2019,123472693,4
2019,123473031,4
2019,123456232,4
2019,123456233,5
2019,123449777,5
2019,123470733,4
2019,123476715,4
2019,123472691,4
2019,123472702,4
2019,123470784,4
2019,123470852,4
2019,123472846,4
2019,123470920,4
2019,123476810,4
2019,123472816,4
2019,123470964,4
2019,123473030,4
2019,123234953,4
2019,123235109,4
2019,123235217,5
2019,123242819,4
2019,123243091,4
2019,123472756,5
2019,123476889,5
2019,123470945,4
2019,123470949,4
2019,123472948,4
2019,123470996,4
2019,123471006,5
2019,123471009,5
2019,123242065,5
2019,123242203,4
2019,123234750,4
2019,123234825,4
2019,123242279,4
2019,123242398,4
2019,123235085,5
2019,123242483,4
2019,123235413,4
2019,123243031,4
2019,123243033,4
2019,123243034,4
2019,123472557,4
2019,123472555,5
2019,123472558,4
2019,123472663,4
2019,123472706,5
2019,123476835,5
2019,123476871,4
2019,123476874,4
2019,123472874,4
2019,123470922,4
2019,123476984,4
2019,123477020,4
2019,123237911,4
2019,123456310,4
2019,123476602,5
2019,123472815,5
2019,123476824,4
2019,123470903,5
2019,123471007,2
2019,123477034,4
2019,123473055,4
2019,123453409,4
2019,123453460,5
2019,123456228,5
2019,123449775,4
2019,123456317,4
2019,123476684,4
2019,123472703,4
2019,123472804,4
2019,123472829,4
2019,124469929,4
2019,123470759,4
2019,123472757,2
2019,123472932,4
2019,123478197,3
2019,123474902,5
2019,123472637,4
2019,123476721,4
2019,123476722,4
2019,123470826,5
2019,123470845,4
2019,123472843,2
2019,123472883,5
2019,123472924,4
2019,123473052,5
2019,123477032,5
2019,123474904,5
2019,123470662,8
2019,123470673,4
2019,123472669,5
2019,123470752,5
2019,123476712,5
2019,123472681,3
2019,123472685,4
2019,123472696,2
2019,123472696,4
2019,123476727,4
2019,123472760,5
2019,123476834,5
2019,123476863,2
2019,123472873,5
2019,123476920,5
2019,123472940,4
2019,123473016,4
2019,123453469,4
2019,123456303,5
2019,123453498,4
2019,123472563,4
2019,123472653,5
2019,123470844,4
2019,123472891,5
2019,124476007,5
2019,124476008,5
2019,124476011,5
2019,124478939,4
2019,124479011,4
2019,124479010,4
2019,124479013,4
2019,124470005,5
2019,124479043,4
2019,124479068,4
2019,124479078,4
2019,124476182,5
2019,124479136,4
2019,124476243,5
2019,124479163,4
2019,124479225,5
2019,124479230,4
2019,124470256,4
2019,124470260,4
2019,124470261,4
2019,124479272,5
2019,124470294,4
2019,124476397,5
2019,124476404,6
2019,124470383,3
2019,124479363,4
2019,124476467,5
2019,124476474,6
2019,124476476,4
2019,124470402,4
2019,124479411,2
2019,124479412,2
2019,124479431,5
2019,124479438,4
2019,124476539,5
2019,124479454,4
2019,124479477,4
2019,124479484,5
2019,124476612,4
2019,124476612,7
2019,124470517,5
2019,124470516,5
2019,124479524,4
2019,124479525,5
2019,124479577,4
2019,124479590,5
2019,124470574,5
2019,124470575,5
2019,124470618,4
2019,124479593,4
2019,124479592,4
2019,124479600,5
2019,124476005,4
2019,124476036,5
2019,124470069,4
2019,124470108,4
2019,124479168,4
2019,124479175,4
2019,124470213,5
2019,124476313,8
2019,124476313,7
2019,124476313,3
2019,124476313,2
2019,124470234,5
2019,124470232,4
2019,124470243,4
2019,124470246,5
2019,124479253,5
2019,124479278,4
2019,124476399,4
2019,124470368,4
2019,124476511,4
2019,124470376,5
2019,124479365,5
2019,124470394,1
2019,124470407,2
2019,124479406,5
2019,124476495,4
2019,124470430,5
2019,124479413,4
2019,124479444,4
2019,124479446,4
2019,124479445,4
2019,124479475,5
2019,124479486,4
2019,124476594,4
2019,124476616,4
2019,124479516,4
2019,124478991,4
2019,124478990,4
2019,124479070,4
2019,124476158,4
2019,124476162,4
2019,124479126,4
2019,124476230,4
2019,124476232,5
2019,124470226,4
2019,124470498,5
2019,124479504,5
2019,124476631,5
2019,124470519,5
2019,124470586,4
2019,124476717,4
2019,124476018,4
2019,124479252,4
2019,124476382,4
2019,124476391,4
2019,124476465,4
2019,124476459,2
2019,124479405,4
2019,124470442,4
2019,124470459,4
2019,124479508,4
2019,124470490,5
2019,124476604,5
2019,124476608,4
2019,124470658,4
2019,123456253,5
2019,123453450,4
2019,123456324,5
2019,123906908,4
2019,123906943,4
2019,123903576,4
2019,123907015,4
2019,123907100,5
2019,123907102,5
2019,123907112,4
2019,123907111,4
2019,123907121,4
2019,123903750,5
2019,123907253,4
2019,123903774,4
2019,123907858,4
2019,123907865,4
2019,123904634,5
2019,123907130,4
2019,123907137,6
2019,123907119,4
2019,123907148,4
2019,123904094,4
2019,123904299,4
2019,123907877,4
2019,123903930,4
2019,123904041,4
2019,123907985,4
2019,123903618,4
2019,123907155,4
2019,123907156,4
2019,123903697,4
2019,123907454,4
2019,123907725,8
2019,123907758,4
2019,123904431,4
2019,123903524,2
2019,123907231,4
2019,123907323,4
2019,123904161,5
2019,123907659,5
2019,123907676,4
2019,123904218,4
2019,123904283,4
2019,123904316,5
2019,123904475,4
2019,123907920,5
2019,123903867,4
2019,123903948,5
2019,123903947,5
2019,123904049,5
2019,123904280,5
2019,123904502,5
2019,123904561,4
2019,123470654,4
2019,123476688,5
2019,123472708,5
2019,123903483,2
2019,123903573,4
2019,123903871,2
2019,123907368,4
2019,123904255,4
2019,123907787,4
2019,123907813,5
2019,123470874,4
2019,123472951,5
2019,123476723,4
2019,123470676,5
2019,123476645,4
2019,123476825,5
2019,123476851,5
2019,123470905,4
2019,123470914,4
2019,123472934,4
2019,125172914,4
2019,125178406,4
2019,125173348,4
2019,125178429,5
2019,125168897,4
2019,125168904,5
2019,125168916,5
2019,125168924,5
2019,125173407,4
2019,125173411,5
2019,125169123,5
2019,125178601,5
2019,125169207,5
2019,125178600,5
2019,119193875,4
2019,119195031,5
2019,119198248,5
2019,119257692,5
2019,119254947,4
2019,119258655,5
2019,119255302,5
2019,119265008,5
2019,119255584,4
2019,119299409,4
2019,119299449,5
2019,119300220,4
2019,119312722,4
2019,119309380,4
2019,123903493,4
2019,123903514,5
2019,123906959,4
2019,123907076,2
2019,123907074,2
2019,123903660,4
2019,123907230,4
2019,123903742,4
2019,123907238,4
2019,123903860,4
2019,123907631,4
2019,123904193,4
2019,123907859,4
2019,123907880,4
2019,123907883,5
2019,123904524,4
2019,123903569,4
2019,123903575,4
2019,123907141,4
2019,123904080,4
2019,123907711,5
2019,123904382,5
2019,123904400,4
2019,123908019,1
2019,123908016,1
2019,123237003,4
2019,123237125,4
2019,123237133,5
2019,123242416,5
2019,123237723,2
2019,123235200,4
2019,123237802,4
2019,123235631,5
2019,123235715,4
2019,123237250,5
2019,123234813,4
2019,123234826,5
2019,123242303,4
2019,123237523,5
2019,123238168,4
2019,123235849,4
2019,123235851,4
2019,125168398,4
2019,125162830,4
2019,125172885,4
2019,125172884,4
2019,125162869,4
2019,125168446,5
2019,125168463,4
2019,125177912,4
2019,125168620,4
2019,125168631,4
2019,125173118,4
2019,125168659,5
2019,125168663,5
2019,125173181,4
2019,125173193,5
2019,125173191,4
2019,125168701,4
2019,125173224,4
2019,125168756,5
2019,125178312,4
2019,125173254,4
2019,125168788,4
2019,125178345,4
2019,125168807,4
2019,125168840,4
2019,125173340,4
2019,125168930,4
2019,125173412,4
2019,125173504,4
2019,125178537,5
2019,125173378,4
2019,125173388,5
2019,125168998,5
2019,125169012,2
2019,125173509,4
2019,125169203,5
2019,125169252,4
2019,123456246,4
2019,124476277,4
2019,124470358,5
2019,124470357,5
2019,124470242,4
2019,124470275,5
2019,124470296,4
2019,124470318,5
2019,124479352,4
2019,124470387,5
2019,124470388,4
2019,124479376,5
2019,124479375,5
2019,124476622,6
2019,124470524,3
2019,124470538,3
2019,124470549,4
2019,124470614,2
2019,124476292,5
2019,124470591,4
2019,124479490,4
2019,124479570,4
2019,124469944,5
2019,124476177,4
2019,124470079,4
2019,124476370,3
2019,124476370,6
2019,124479280,2
2019,124470333,4
2019,123476606,4
2019,123470754,4
2019,123470775,4
2019,123470776,4
2019,123476781,5
2019,123472915,5
2019,124476069,4
2019,124470008,5
2019,124470059,4
2019,124470074,5
2019,124479096,5
2019,124476318,4
2019,124479233,4
2019,124476330,6
2019,124470251,4
2019,124470286,5
2019,124479371,4
2019,124470334,6
2019,124479316,2
2019,124470348,4
2019,124476446,4
2019,124476460,3
2019,124476468,4
2019,124479418,4
2019,124479034,5
2019,124479213,4
2019,124470323,2
2019,124479317,5
2019,124476454,4
2019,124476456,4
2019,124476593,4
2019,124476223,4
2019,124470280,4
2019,124470311,5
2019,124470331,4
2019,124479324,2
2019,124470344,4
2019,124479361,4
2019,124470385,4
2019,124476585,4
2019,124470546,4
2019,124476698,4
2019,124470105,5
2019,124470122,4
2019,124478945,5
2019,124476203,4
2019,124476202,5
2019,123908002,5
2019,124476207,5
2019,124470167,4
2019,123906903,5
2019,123907070,4
2019,123907072,5
2019,123907071,4
2019,123903756,4
2019,123903859,4
2019,123907442,4
2019,123907452,4
2019,123904176,5
2019,123907774,5
2019,123907945,5
2019,123904569,4
2019,123904628,4
2019,123903494,4
2019,123903713,4
2019,123907498,4
2019,123904026,4
2019,123907782,4
2019,123904370,4
2019,123907797,4
2019,123904374,4
